221.17 0.0123723
226.36 0.0186652
240.16 0.0486494
250.66 0.0905928
259.91 0.151095
271.76 0.277018
280.7 0.424819
286.13 0.536184
289.75 0.622737
294.25 0.744447
297.19 0.83776
297.59 0.847132
302.32 1.01981
303 1.04492
