14	4	0.1	4.03031
14.1695	4.36928	0.1	4.00889
14.2564	3.78139	0.1	3.9966
14.8664	3.86033	0.1	3.993
15.0799	4.18758	0.1	3.96984
15.7662	4.61262	0.1	3.95446
15.8893	4.50468	0.1	3.97271
15.7939	4.7131	0.1	3.99706
15.24	4.75585	0.1	4.00765
15.8177	4.45051	0.1	3.93734
14.7507	4.82092	0.1	4.00486
14.1844	4.99182	0.1	3.98415
14.0257	4.85754	0.1	4.00843
14.2824	4.9308	0.1	3.93047
14.3738	4.45649	0.1	3.99312
13.6986	4.29525	0.1	3.98897
12.6925	4.23644	0.1	4.03218
11.1901	3.87863	0.1	4.03094
11.5376	4.08527	0.1	4.01272
11.6626	3.84196	0.1	4.01599
11.7621	3.667	0.1	4.03088
11.239	2.2014	0.1	4.2029
12.441	2.31101	0.1	4.14482
11.9069	2.65783	0.1	4.10628
10.4936	3.83153	0.1	4.04417
9.15181	4.42806	0.1	4.02463
8.02021	3.99787	0.1	4.07944
8.84315	3.83047	0.1	4.09018
10.2231	4.53139	0.1	3.99804
8.33062	4.59983	0.1	4.06639
8.40226	4.8204	0.1	4.05967
8.76318	3.93687	0.1	4.05643
9.33807	4.34456	0.1	4.05611
8.92059	4.04459	0.1	4.0479
6.93022	3.67898	0.1	4.16051
8.90466	3.39674	0.1	4.11567
8.46132	4.79871	0.1	4.05881
6.36871	2.7128	0.1	4.41759
7.82577	3.4422	0.1	4.14899
10.0854	3.62924	0.1	4.07107
8.18639	3.80818	0.1	4.07879
9.84174	4.07655	0.1	4.02674
11.789	0.994425	0.1	5.66464
15.2696	2.08736	0.1	4.09292
16.1715	1.44246	0.1	4.27221
17.3919	1.74563	0.1	4.13569
22.0536	1.42066	0.1	4.13619
21.7213	0.25569	0.1	5.03286
26.2918	2.67568	0.1	3.97563
24.0344	0.179756	0.1	0.603225
27.5473	0.92489	0.1	4.25889
25.9896	3.30396	0.1	3.97378
25.4316	4.96868	0.1	3.90872
26.9363	1.41907	0.1	4.06434
28.1993	3.00481	0.1	3.84044
29.1967	2.97022	0.1	3.89942
25.7093	3.02505	0.1	3.96946
23.747	1.64457	0.1	4.07767
25.6304	3.96645	0.1	3.90849
24.3833	1.65688	0.1	4.05493
27.9206	3.30198	0.1	3.9725
17.1515	2.19837	0.1	4.05241
18.384	2.73582	0.1	3.99999
14.305	4.24593	0.1	3.99277
10.4665	2.21714	0.1	4.2359
19.0459	4.36254	0.1	4.0067
15.5119	4.35477	0.1	3.98187
18.1612	2.75473	0.1	4.02099
16.2943	1.00168	0.1	4.59088
16.3494	1.66965	0.1	4.17563
7.06713	0.364132	0.1	0.41831
16.0045	4.5175	0.1	4.00719
22.3515	3.13986	0.1	3.97014
28.034	3.78591	0.1	3.94899
25.7854	0.31798	0.1	24.6223
15.2177	3.93642	0.1	4.01721
18.4401	0.2852	0.1	5.00091
21.4841	4.38994	0.1	3.91857
21.7457	1.25154	0.1	4.19715
6.03796	1.45216	0.1	6.98216
21.0011	4.46479	0.1	3.96341
19.3623	0.937059	0.1	4.58852
13.5114	1.47833	0.1	4.3753
29.7303	3.3585	0.1	3.99121
24.2959	2.75176	0.1	4.00783
18.4422	2.20502	0.1	4.03371
22.0097	0.349874	0.1	28.8226
21.2918	2.612	0.1	3.99987
28.1543	4.86727	0.1	3.94137
23.9199	3.179	0.1	3.98074
19.5186	1.84804	0.1	4.08389
24.0554	2.5525	0.1	4.00752
7.60793	0.309692	0.1	0.15341
19.3298	1.20684	0.1	4.29201
18.3033	0.675683	0.1	5.89334
21.6328	4.02923	0.1	4.00939
18.0437	0.71371	0.1	5.60866
9.74786	2.94795	0.1	4.12768
12.5935	3.66875	0.1	4.04553
6.20309	4.29912	0.1	4.14774
1.20506	1.95945	0.1	12.2816
9.14008	3.18699	0.1	4.13047
8.75386	2.36036	0.1	4.29018
1.54995	2.53527	0.1	98.4797
6.1596	1.08222	0.1	14.5842
8.28804	2.91258	0.1	4.19659
9.61174	2.85789	0.1	4.13387
7.8411	4.49829	0.1	4.04911
5.82941	2.57121	0.1	4.59384
3.73014	4.40357	0.1	4.42032
0.477186	0.85117	0.1	0.000568395
8.03991	2.21579	0.1	4.42075
1.60372	2.25715	0.1	173.285
4.62822	0.932433	0.1	170.615
10.6113	3.22519	0.1	4.06368
2.94731	2.52513	0.1	45.9822
1.88553	2.0655	0.1	125.605
9.20783	0.823858	0.1	11.9736
4.44555	0.848241	0.1	17.4245
11.727	4.09834	0.1	4.01037
15.6723	0.192025	0.1	0.111491
16.601	2.74959	0.1	4.0492
6.20179	4.59772	0.1	4.10894
4.45034	4.5894	0.1	4.25885
3.30529	4.73533	0.1	4.46015
19.9619	4.67894	0.1	3.9263
3.04812	2.17686	0.1	10.1636
11.0941	1.81729	0.1	4.34529
25.47	3.80218	0.1	3.96834
21.0161	0.397004	0.1	17.5653
11.5956	4.47374	0.1	4.01643
16.5492	2.8528	0.1	4.01791
25.0128	4.54758	0.1	3.88971
26.6879	4.02414	0.1	3.93715
26.9757	3.28158	0.1	3.95474
26.7851	3.12838	0.1	3.96327
29.7467	3.19698	0.1	3.99966
29.0258	1.92525	0.1	4.02427
27.9804	0.909229	0.1	4.25543
26.483	1.14372	0.1	4.13312
29.925	2.05854	0.1	4.02441
23.4762	4.28469	0.1	3.93016
17.4114	2.94283	0.1	4.02141
24.305	3.58199	0.1	3.94268
22.438	4.8075	0.1	3.91124
12.2562	2.56707	0.1	4.11422
20.1995	1.44808	0.1	4.16238
17.6439	2.79259	0.1	4.00078
21.7742	2.10713	0.1	4.03885
20.4958	2.47491	0.1	3.99816
25.4381	1.71128	0.1	4.04663
27.3942	0.295876	0.1	27.4191
29.089	0.133426	0.1	0.146822
25.8905	3.04766	0.1	3.94668
23.0523	0.843569	0.1	4.52087
7.09075	4.86511	0.1	4.08334
27.3366	4.14802	0.1	3.9134
26.1841	3.22758	0.1	3.98693
28.0386	0.357674	0.1	10.9075
27.915	0.138039	0.1	0.153999
12.0423	0.366035	0.1	3.64841
6.15531	1.77712	0.1	5.44962
24.6095	0.67452	0.1	4.89659
18.0707	3.4679	0.1	3.96287
11.3268	1.18101	0.1	5.07774
15.9387	0.444935	0.1	31.7105
23.0884	1.49313	0.1	4.10463
10.5933	0.947416	0.1	6.64216
19.1334	3.34246	0.1	3.95862
12.1978	2.46292	0.1	4.11924
12.6682	3.39405	0.1	4.04007
6.85907	4.84756	0.1	4.09232
12.251	4.14303	0.1	4.01127
0.111852	3.38911	0.1	1.37656
22.1008	2.38951	0.1	4.00418
11.652	4.12451	0.1	4.01474
21.3571	2.91045	0.1	3.98293
8.7271	1.93099	0.1	4.49261
20.362	2.56968	0.1	4.01165
10.4701	1.64405	0.1	4.51121
15.294	1.84126	0.1	4.15436
22.6035	2.18207	0.1	3.99287
1.03307	1.76179	0.1	101.239
13.588	0.427007	0.1	61.5432
4.12932	0.299314	0.1	0.00543679
0.140856	3.61793	0.1	7.99382
17.8438	2.42472	0.1	4.05506
10.8026	0.724169	0.1	12.086
4.76349	4.699	0.1	4.19617
22.5128	3.70374	0.1	3.92437
24.6432	0.239848	0.1	6.21482
29.0012	0.404327	0.1	7.43287
2.92209	0.239343	0.1	0.000321302
2.17573	2.63164	0.1	14.2768
18.74	1.79092	0.1	4.11211
1.69134	3.39689	0.1	12.5233
14.0823	2.423	0.1	4.0902
0.605783	0.369041	0.1	7.61481e-06
17.4511	2.77561	0.1	4.04264
25.8843	2.83056	0.1	3.91855
5.31809	1.20366	0.1	15.4777
2.52913	3.23016	0.1	6.51621
3.97006	4.96131	0.1	4.27856
21.437	4.60313	0.1	3.94986
2.11895	3.93528	0.1	6.23008
2.13212	1.96696	0.1	85.0644
16.0765	2.19703	0.1	4.07755
17.4778	3.96244	0.1	3.9785
21.1556	2.70255	0.1	4.00717
29.729	0.380967	0.1	8.14618
4.40358	2.10574	0.1	6.08632
29.4627	0.932929	0.1	4.22498
27.2039	3.54904	0.1	3.92565
12.1706	1.90424	0.1	4.24847
8.00691	2.63278	0.1	4.273
0.89516	3.4991	0.1	273.859
27.2871	3.54332	0.1	3.93757
3.6911	2.50076	0.1	5.96415
6.13221	4.42923	0.1	4.14013
0.969512	3.99589	0.1	76.9093
3.09407	2.56931	0.1	17.1009
18.0882	2.46868	0.1	4.04814
13.046	0.108049	0.1	0.00117995
6.5927	1.89104	0.1	5.0172
9.23114	4.02843	0.1	4.0362
13.6358	4.18917	0.1	4.00389
17.6101	3.37407	0.1	3.98823
14.2936	0.195802	0.1	0.0828452
0.566031	0.860051	0.1	0.00139622
12.1431	4.93187	0.1	3.9665
8.15072	0.619337	0.1	114.538
26.9215	1.37828	0.1	4.07723
28.2302	0.331042	0.1	14.2046
11.7228	0.635739	0.1	15.9702
0.872433	3.08858	0.1	680.772
17.5268	1.15786	0.1	4.40674
5.08836	2.1651	0.1	5.30834
6.10124	3.81583	0.1	4.20245
28.5301	4.32647	0.1	3.8963
1.78717	2.66115	0.1	36.4694
6.51427	2.31594	0.1	4.60066
3.90194	0.969808	0.1	305.581
1.31938	2.58545	0.1	209.658
0.74728	1.52514	0.1	2.50657
3.73505	2.72951	0.1	5.46205
10.5455	4.66085	0.1	4.02121
11.1506	3.25733	0.1	4.07262
9.49268	2.93613	0.1	4.12799
12.8359	2.50142	0.1	4.10437
2.0123	0.878388	0.1	2.05293
4.47831	2.51374	0.1	5.17122
6.96344	4.94256	0.1	4.08335
1.64745	2.15769	0.1	197.74
6.96635	4.06793	0.1	4.11247
7.58635	3.93569	0.1	4.11879
3.64714	1.88312	0.1	9.77751
7.36889	4.89471	0.1	4.076
6.2055	2.40807	0.1	4.60858
4.49004	2.82331	0.1	4.83679
2.99437	0.82024	0.1	14.7229
3.2455	0.543158	0.1	0.378659
0.225705	3.85685	0.1	29.6902
4.4954	0.960435	0.1	167.493
4.29947	1.64111	0.1	9.71866
3.31891	3.77107	0.1	4.80417
2.82181	1.55762	0.1	85.1958
6.22347	2.09289	0.1	4.88392
3.08306	0.517463	0.1	0.136513
5.75375	0.341384	0.1	0.0805096
5.62498	1.00227	0.1	34.4549
6.5284	0.196526	0.1	0.00259807
5.53382	0.592351	0.1	4.10358
4.4641	1.72044	0.1	8.24492
2.9603	0.29474	0.1	0.0012004
3.64486	1.05157	0.1	268.529
0.180977	1.48309	0.1	0.000596977
3.30468	0.5943	0.1	0.824708
2.32021	1.26574	0.1	8.5792
3.95953	0.889223	0.1	10.6729
7.59763	0.397391	0.1	2.03277
1.80348	3.5561	0.1	9.34073
1.73362	1.41173	0.1	11.5164
3.09454	0.90127	0.1	7.04013
4.16562	1.06783	0.1	124.463
3.98399	0.840685	0.1	6.94295
3.53382	1.22547	0.1	123.366
2.82539	0.33162	0.1	0.00207689
3.13381	1.86297	0.1	15.8345
3.63019	1.49433	0.1	26.3816
4.6835	0.227434	0.1	0.00162033
3.47332	1.18712	0.1	166.576
5.54715	1.71569	0.1	6.14071
3.71841	0.982269	0.1	24.4941
1.37944	1.46254	0.1	54.3093
3.91381	2.51134	0.1	5.65667
2.32319	1.4746	0.1	339.039
4.1558	1.9043	0.1	7.50266
2.85615	1.26617	0.1	300.828
1.00083	1.72946	0.1	12.5467
1.90877	0.818197	0.1	1.53351
2.09152	1.80255	0.1	170.846
4.09579	0.547731	0.1	0.923169
1.64425	3.38594	0.1	13.8543
3.09829	1.91629	0.1	14.5944
3.5184	2.36332	0.1	6.70455
5.76651	2.85792	0.1	4.4579
3.37056	2.42957	0.1	8.35017
3.71684	1.65647	0.1	14.0749
4.24803	0.431464	0.1	0.145953
4.67979	0.682089	0.1	4.72953
