
#Surface 0 of 1 surfaces

# Contour 0, label:      0.2
 3.18348  7.44387  0.2 
 3.20442  7.43567  0.2 
 3.22537  7.4242  0.2 
 3.24631  7.40937  0.2 
 3.26726  7.39119  0.2 
 3.2882  7.3696  0.2 
 3.30914  7.34456  0.2 
 3.33009  7.31604  0.2 
 3.34057  7.3  0.2 
 3.35103  7.28476  0.2 
 3.37198  7.25088  0.2 
 3.39292  7.21344  0.2 
 3.41386  7.17241  0.2 
 3.43481  7.12763  0.2 
 3.44676  7.1  0.2 
 3.45575  7.08018  0.2 
 3.4767  7.03045  0.2 
 3.49764  6.97689  0.2 
 3.51858  6.91931  0.2 
 3.52517  6.9  0.2 
 3.53953  6.85991  0.2 
 3.56047  6.79753  0.2 
 3.58142  6.7309  0.2 
 3.59058  6.7  0.2 
 3.60236  6.66211  0.2 
 3.6233  6.59073  0.2 
 3.64425  6.51476  0.2 
 3.64812  6.5  0.2 
 3.66519  6.43787  0.2 
 3.68614  6.35706  0.2 
 3.70013  6.3  0.2 
 3.70708  6.273  0.2 
 3.72802  6.18741  0.2 
 3.74819  6.1  0.2 
 3.74897  6.09677  0.2 
 3.76991  6.00634  0.2 
 3.79086  5.91035  0.2 
 3.79302  5.9  0.2 
 3.8118  5.81432  0.2 
 3.83274  5.71306  0.2 
 3.83533  5.7  0.2 
 3.85369  5.61175  0.2 
 3.87463  5.50505  0.2 
 3.87558  5.5  0.2 
 3.89557  5.39893  0.2 
 3.91404  5.3  0.2 
 3.91652  5.2874  0.2 
 3.93746  5.17601  0.2 
 3.95099  5.1  0.2 
 3.95841  5.06044  0.2 
 3.97935  4.94305  0.2 
 3.98666  4.9  0.2 
 4.00029  4.82387  0.2 
 4.02123  4.7  0.2 
 4.04218  4.57755  0.2 
 4.0547  4.5  0.2 
 4.06313  4.45068  0.2 
 4.08407  4.32115  0.2 
 4.08733  4.3  0.2 
 4.10501  4.19169  0.2 
 4.11911  4.1  0.2 
 4.12596  4.05805  0.2 
 4.1469  3.92232  0.2 
 4.15017  3.9  0.2 
 4.16785  3.78662  0.2 
 4.18053  3.7  0.2 
 4.18879  3.64704  0.2 
 4.20973  3.50398  0.2 
 4.21028  3.5  0.2 
 4.23068  3.36273  0.2 
 4.2394  3.3  0.2 
 4.25162  3.21777  0.2 
 4.26797  3.1  0.2 
 4.27257  3.06913  0.2 
 4.29351  2.9189  0.2 
 4.29599  2.9  0.2 
 4.31445  2.76867  0.2 
 4.32343  2.7  0.2 
 4.3354  2.6147  0.2 
 4.35031  2.5  0.2 
 4.35634  2.45682  0.2 
 4.37658  2.3  0.2 
 4.37729  2.29487  0.2 
 4.39823  2.13265  0.2 
 4.40212  2.1  0.2 
 4.41917  1.96563  0.2 
 4.42681  1.9  0.2 
 4.44012  1.79163  0.2 
 4.4504  1.7  0.2 
 4.46106  1.60762  0.2 
 4.4724  1.5  0.2 
 4.48201  1.40564  0.2 
 4.49186  1.3  0.2 
 4.50295  1.15186  0.2 
 4.50656  1.1  0.2 

 1.77663  1.1  0.2 
 1.78024  1.15186  0.2 
 1.79133  1.3  0.2 
 1.80118  1.40564  0.2 
 1.81078  1.5  0.2 
 1.82212  1.60762  0.2 
 1.83278  1.7  0.2 
 1.84307  1.79163  0.2 
 1.85637  1.9  0.2 
 1.86401  1.96563  0.2 
 1.88107  2.1  0.2 
 1.88496  2.13265  0.2 
 1.9059  2.29487  0.2 
 1.90661  2.3  0.2 
 1.92684  2.45682  0.2 
 1.93288  2.5  0.2 
 1.94779  2.6147  0.2 
 1.95976  2.7  0.2 
 1.96873  2.76867  0.2 
 1.9872  2.9  0.2 
 1.98968  2.9189  0.2 
 2.01062  3.06913  0.2 
 2.01521  3.1  0.2 
 2.03156  3.21777  0.2 
 2.04379  3.3  0.2 
 2.05251  3.36273  0.2 
 2.0729  3.5  0.2 
 2.07345  3.50398  0.2 
 2.0944  3.64704  0.2 
 2.10266  3.7  0.2 
 2.11534  3.78662  0.2 
 2.13301  3.9  0.2 
 2.13628  3.92232  0.2 
 2.15723  4.05805  0.2 
 2.16408  4.1  0.2 
 2.17817  4.19169  0.2 
 2.19585  4.3  0.2 
 2.19911  4.32115  0.2 
 2.22006  4.45068  0.2 
 2.22848  4.5  0.2 
 2.241  4.57755  0.2 
 2.26195  4.69993  0.2 
 2.28289  4.82387  0.2 
 2.29652  4.9  0.2 
 2.30383  4.94305  0.2 
 2.32478  5.06044  0.2 
 2.3322  5.1  0.2 
 2.34572  5.17601  0.2 
 2.36667  5.2874  0.2 
 2.36915  5.3  0.2 
 2.38761  5.39893  0.2 
 2.4076  5.5  0.2 
 2.40855  5.50505  0.2 
 2.4295  5.61175  0.2 
 2.44786  5.7  0.2 
 2.45044  5.71306  0.2 
 2.47139  5.81432  0.2 
 2.49017  5.9  0.2 
 2.49233  5.91035  0.2 
 2.51327  6.00634  0.2 
 2.53422  6.09677  0.2 
 2.535  6.1  0.2 
 2.55516  6.18741  0.2 
 2.57611  6.273  0.2 
 2.58306  6.3  0.2 
 2.59705  6.35706  0.2 
 2.61799  6.43787  0.2 
 2.63507  6.5  0.2 
 2.63894  6.51476  0.2 
 2.65988  6.59073  0.2 
 2.68083  6.66211  0.2 
 2.69261  6.7  0.2 
 2.70177  6.7309  0.2 
 2.72271  6.79753  0.2 
 2.74366  6.85991  0.2 
 2.75801  6.9  0.2 
 2.7646  6.91931  0.2 
 2.78555  6.97689  0.2 
 2.80649  7.03045  0.2 
 2.82743  7.08018  0.2 
 2.83643  7.1  0.2 
 2.84838  7.12763  0.2 
